date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:49	1390/1390	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:42:55%20GMT	https://atsengg.com/wp-content/plugins/awesome-support/assets/admin/css/admin-popup.css?ver=6.2.1	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/awesome-support/assets/admin/css/admin-popupf731.css	(from https://atsengg.com/)
14:10:49	291/291	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Apr%202023%2021:31:17%20GMT	https://atsengg.com/wp-includes/css/classic-themes.min.css?ver=6.2.6	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-includes/css/classic-themes.min4118.css	(from https://atsengg.com/)
14:10:49	33960/33960	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:43:01%20GMT	https://atsengg.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.2.51715832342	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/chaty/css/chaty-front.minf224.css	(from https://atsengg.com/)
14:10:50	1720/1720	---M-Z	200	added ('OK')	text/css	date:Thu,%2031%20Mar%202022%2013:18:40%20GMT	https://atsengg.com/wp-content/plugins/erp/modules/crm/assets/css/erp-subscription-form.css?ver=1.10.5	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/erp/modules/crm/assets/css/erp-subscription-form95a1.css	(from https://atsengg.com/)
14:10:50	1649/1649	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20May%202023%2007:28:51%20GMT	https://atsengg.com/wp-content/plugins/widget-options/assets/css/widget-options.css	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/widget-options/assets/css/widget-options.css	(from https://atsengg.com/)
14:10:50	38599/38599	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:43:38%20GMT	https://atsengg.com/wp-content/plugins/wp-job-openings/assets/css/general.min.css?ver=3.4.6	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/wp-job-openings/assets/css/general.min9bf7.css	(from https://atsengg.com/)
14:10:51	18821/18821	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:43:38%20GMT	https://atsengg.com/wp-content/plugins/wp-job-openings/assets/css/style.min.css?ver=3.4.6	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/wp-job-openings/assets/css/style.min9bf7.css	(from https://atsengg.com/)
14:10:51	69075/69075	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20May%202023%2018:57:04%20GMT	https://atsengg.com/wp-content/uploads/maxmegamenu/style.css?ver=42b79d	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/maxmegamenu/stylecaab.css	(from https://atsengg.com/)
14:10:51	5695/5695	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:58:02%20GMT	https://atsengg.com/wp-content/uploads/essential-addons-elementor/eael-6532.css?ver=1736763614	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/essential-addons-elementor/eael-6532bdf7.css	(from https://atsengg.com/)
14:10:52	59016/59016	---M-Z	200	added ('OK')	text/css	date:Thu,%2015%20Apr%202021%2021:17:45%20GMT	https://atsengg.com/wp-includes/css/dashicons.min.css?ver=6.2.6	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-includes/css/dashicons.min4118.css	(from https://atsengg.com/)
14:10:52	19778/19778	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:23:05%20GMT	https://atsengg.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind54b.css	(from https://atsengg.com/)
14:10:52	699/699	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2006%20Jun%202024%2003:43:08%20GMT	https://atsengg.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://atsengg.com/)
14:10:52	16471/16471	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:23:06%20GMT	https://atsengg.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://atsengg.com/)
14:10:52	1369/1369	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jun%202024%2006:14:42%20GMT	https://atsengg.com/wp-content/uploads/elementor/css/post-2237.css?ver=1719296082	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/css/post-22377c98.css	(from https://atsengg.com/)
14:10:53	2393/2393	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:43:20%20GMT	https://atsengg.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-style.css?ver=1.6.11	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/css/she-header-stylea242.css	(from https://atsengg.com/)
14:10:53	455268/455268	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jun%202024%2006:14:42%20GMT	https://atsengg.com/wp-content/uploads/elementor/css/custom-pro-frontend.min.css?ver=1719296082	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/css/custom-pro-frontend.min7c98.css	(from https://atsengg.com/)
14:10:53	193442/193442	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jun%202024%2006:14:43%20GMT	https://atsengg.com/wp-content/uploads/elementor/css/global.css?ver=1719296083	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/css/global3c45.css	(from https://atsengg.com/)
14:10:54	27425/27425	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Dec%202024%2007:55:55%20GMT	https://atsengg.com/wp-content/uploads/elementor/css/post-7230.css?ver=1734422155	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/css/post-7230708b.css	(from https://atsengg.com/)
14:10:54	18338/18338	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Dec%202024%2004:30:39%20GMT	https://atsengg.com/wp-content/uploads/elementor/css/post-6802.css?ver=1734582639	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/css/post-6802f1cf.css	(from https://atsengg.com/)
14:10:54	5290/5290	---M-Z	200	added ('OK')	text/css	date:Sat,%2021%20Dec%202024%2004:30:28%20GMT	https://atsengg.com/wp-content/uploads/porto_styles/theme_css_vars.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/porto_styles/theme_css_varscaaa.css	(from https://atsengg.com/)
14:10:55	123086/123086	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Dec%202024%2008:46:59%20GMT	https://atsengg.com/wp-content/uploads/porto_styles/bootstrap.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/porto_styles/bootstrapcaaa.css	(from https://atsengg.com/)
14:10:55	159978/159978	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:57:34%20GMT	https://atsengg.com/wp-content/themes/porto/css/plugins.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/css/pluginscaaa.css	(from https://atsengg.com/)
14:10:56	289578/289578	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:57:34%20GMT	https://atsengg.com/wp-content/themes/porto/css/theme.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/css/themecaaa.css	(from https://atsengg.com/)
14:10:56	11667/11667	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:57:34%20GMT	https://atsengg.com/wp-content/themes/porto/css/theme_portfolio.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/css/theme_portfoliocaaa.css	(from https://atsengg.com/)
14:10:56	132156/132156	---M-Z	200	added ('OK')	text/css	date:Sat,%2021%20Dec%202024%2004:30:30%20GMT	https://atsengg.com/wp-content/uploads/porto_styles/shortcodes.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/porto_styles/shortcodescaaa.css	(from https://atsengg.com/)
14:10:57	8631/8631	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:57:34%20GMT	https://atsengg.com/wp-content/themes/porto/css/theme_elementor.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/css/theme_elementorcaaa.css	(from https://atsengg.com/)
14:10:57	17677/17677	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:57:34%20GMT	https://atsengg.com/wp-content/themes/porto/css/theme_radius.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/css/theme_radiuscaaa.css	(from https://atsengg.com/)
14:10:57	43720/43720	---M-Z	200	added ('OK')	text/css	date:Sat,%2021%20Dec%202024%2004:30:28%20GMT	https://atsengg.com/wp-content/uploads/porto_styles/dynamic_style.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/porto_styles/dynamic_stylecaaa.css	(from https://atsengg.com/)
14:10:58	9083/9083	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:01:33%20GMT	https://atsengg.com/wp-content/plugins/porto-functionality/builders/assets/type-builder.css?ver=3.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/porto-functionality/builders/assets/type-builder677a.css	(from https://atsengg.com/)
14:10:58	29667/29667	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Jan%202025%2005:20:19%20GMT	https://atsengg.com/wp-content/uploads/elementor/css/post-6532.css?ver=1736745619	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/css/post-65323258.css	(from https://atsengg.com/)
14:10:58	1066/1066	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2003:57:40%20GMT	https://atsengg.com/wp-content/themes/porto/style.css?ver=7.0.9	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/stylecaaa.css	(from https://atsengg.com/)
14:10:59	58071/58071	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:23:05%20GMT	https://atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://atsengg.com/)
14:10:59	677/677	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:23:05%20GMT	https://atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://atsengg.com/)
14:10:59	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:23:05%20GMT	https://atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://atsengg.com/)
14:10:59	675/675	---M-Z	200	added ('OK')	text/css	date:Thu,%2006%20Jun%202024%2004:23:05%20GMT	https://atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://atsengg.com/)
14:11:00	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2003:57:14%20GMT	https://atsengg.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-includes/js/jquery/jquery.min5aed.js	(from https://atsengg.com/)
14:11:00	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2003:57:14%20GMT	https://atsengg.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://atsengg.com/)
14:11:00	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jun%202024%2003:42:55%20GMT	https://atsengg.com/wp-content/plugins/awesome-support/assets/admin/js/vendor/jquery.magnific-popup.min.js?ver=6.2.1	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/awesome-support/assets/admin/js/vendor/jquery.magnific-popup.minf731.js	(from https://atsengg.com/)
14:11:01	4582/4582	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jun%202024%2003:42:55%20GMT	https://atsengg.com/wp-content/plugins/awesome-support/assets/admin/js/admin-popup.js?ver=6.2.1	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/awesome-support/assets/admin/js/admin-popupf731.js	(from https://atsengg.com/)
14:11:01	7529/7529	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20May%202023%2006:24:22%20GMT	https://atsengg.com/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.min.js?ver=2.1.1	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/sticky-menu-or-anything-on-scroll/assets/js/jq-sticky-anything.mine1fc.js	(from https://atsengg.com/)
14:11:01	14156/14156	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jun%202024%2003:43:20%20GMT	https://atsengg.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header.js?ver=1.6.11	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-headera242.js	(from https://atsengg.com/)
14:11:04	76810/76810	---MC-	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202025%2009:11:02%20GMT	https://atsengg.com/wp-json/wp/v2/pages/6532	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-json/wp/v2/pages/6532.json	(from https://atsengg.com/)
14:11:04	780/780	---M-Z	200	added ('OK')	text/xml	date:Fri,%2024%20Jan%202025%2009:11:03%20GMT	https://atsengg.com/xmlrpc.php?rsd	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/xmlrpc0db0.php	(from https://atsengg.com/)
14:11:05	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2023:49:12%20GMT	https://atsengg.com/wp-includes/wlwmanifest.xml	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-includes/wlwmanifest.xml	(from https://atsengg.com/)
14:11:05	2469/2469	---M--	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202025%2009:11:04%20GMT	https://atsengg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fatsengg.com%2F	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-json/oembed/1.0/embed40b7.json	(from https://atsengg.com/)
14:11:06	292364/292364	---MC-	200	added ('OK')	application/json	date:Fri,%2024%20Jan%202025%2009:11:01%20GMT	https://atsengg.com/wp-json/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-json/index.html	(from https://atsengg.com/)
14:11:06	2537/2537	---M-Z	200	added ('OK')	text/xml	date:Fri,%2024%20Jan%202025%2009:11:05%20GMT	https://atsengg.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fatsengg.com%2F&format=xml	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-json/oembed/1.0/embed5227	(from https://atsengg.com/)
14:11:06	13221/13221	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2006%20Jun%202024%2003:57:36%20GMT	https://atsengg.com/wp-content/themes/porto/js/libs/webfont.js	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/themes/porto/js/libs/webfont.js	(from https://atsengg.com/)
14:11:07	11527/11527	---M--	200	added ('OK')	image/png	date:Wed,%2010%20May%202023%2018:58:43%20GMT	https://atsengg.com/wp-content/uploads/elementor/thumbs/ATS-Logo-q69sf8t2vkw6tvromq1ixx3i53barwjq9kyw94frb4.png	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/thumbs/ATS-Logo-q69sf8t2vkw6tvromq1ixx3i53barwjq9kyw94frb4.png	(from https://atsengg.com/)
14:11:07	108459/108459	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2004:38:31%20GMT	https://atsengg.com/wp-content/uploads/2021/01/ss-1.jpg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2021/01/ss-1.jpg	(from https://atsengg.com/)
14:11:07	8009/8009	---M--	200	added ('OK')	image/png	date:Wed,%2010%20May%202023%2018:59:59%20GMT	https://atsengg.com/wp-content/uploads/elementor/thumbs/FerroTek-Engg-Logo-q69sg7l3wg7oo4wb4fc8ar5k1kv1fizk7o0alrp79c.png	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/elementor/thumbs/FerroTek-Engg-Logo-q69sg7l3wg7oo4wb4fc8ar5k1kv1fizk7o0alrp79c.png	(from https://atsengg.com/)
14:11:09	68/68	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Apr%202023%2021:15:48%20GMT	http://atsengg.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://atsengg.com/)
14:11:10	145778/145778	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Dec%202024%2008:49:57%20GMT	https://atsengg.com/wp-content/uploads/2024/12/ATS-Solar.jpg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2024/12/ATS-Solar.jpg	(from https://atsengg.com/)
14:11:10	87517/87517	---M--	200	added ('OK')	image/png	date:Wed,%2010%20May%202023%2018:54:29%20GMT	https://atsengg.com/wp-content/uploads/2023/05/ATS-Logo.png	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2023/05/ATS-Logo.png	(from https://atsengg.com/)
14:11:10	284932/284932	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:08%20GMT	https://atsengg.com/solar-solutions/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/solar-solutions/index.html	(from https://atsengg.com/)
14:11:11	55751/55751	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Apr%202023%2006:37:04%20GMT	https://atsengg.com/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	(from https://atsengg.com/)
14:11:12	231131/231131	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:10%20GMT	https://atsengg.com/lithium-batteries/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/lithium-batteries/index.html	(from https://atsengg.com/)
14:11:12	26625/26625	---M-Z	200	added ('OK')	text/css	date:Sat,%2029%20Apr%202023%2006:37:04%20GMT	https://atsengg.com/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	(from https://atsengg.com/)
14:11:13	328153/328153	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:11%20GMT	https://atsengg.com/about-us/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/about-us/index.html	(from https://atsengg.com/)
14:11:14	240717/240717	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:11%20GMT	https://atsengg.com/fabrications/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/fabrications/index.html	(from https://atsengg.com/)
14:11:15	132094/132094	---M--	200	added ('OK')	image/jpeg	date:Sat,%2007%20Aug%202021%2020:03:44%20GMT	https://atsengg.com/wp-content/uploads/2021/08/atsengg.jpg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2021/08/atsengg.jpg	(from https://atsengg.com/)
14:11:16	191286/191286	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:12%20GMT	https://atsengg.com/downloads/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/downloads/index.html	(from https://atsengg.com/)
14:11:17	208561/208561	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:12%20GMT	https://atsengg.com/faqs/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/faqs/index.html	(from https://atsengg.com/)
14:11:18	205946/205946	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:14%20GMT	https://atsengg.com/complaints/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/complaints/index.html	(from https://atsengg.com/)
14:11:18	198962/198962	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:16%20GMT	https://atsengg.com/quote/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/quote/index.html	(from https://atsengg.com/)
14:11:19	209311/209311	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:16%20GMT	https://atsengg.com/contact-us/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/contact-us/index.html	(from https://atsengg.com/)
14:11:20	211912/211912	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:18%20GMT	https://atsengg.com/projects/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/projects/index.html	(from https://atsengg.com/)
14:11:20	49173/49173	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2004:39:09%20GMT	https://atsengg.com/wp-content/uploads/2020/12/f61.jpg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2020/12/f61.jpg	(from https://atsengg.com/)
14:11:21	198701/198701	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:19%20GMT	https://atsengg.com/terms-and-condition/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/terms-and-condition/index.html	(from https://atsengg.com/)
14:11:22	196834/196834	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Jan%202025%2009:11:19%20GMT	https://atsengg.com/privacy-policy/	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/privacy-policy/index.html	(from https://atsengg.com/)
14:11:22	120498/120498	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20May%202024%2009:25:42%20GMT	https://atsengg.com/wp-content/uploads/2024/05/IDF1.jpg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2024/05/IDF1.jpg	(from https://atsengg.com/)
14:11:22	3675/3675	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2004:38:44%20GMT	https://atsengg.com/wp-content/uploads/2020/12/gizlogo-standard-rgb-72.jpg	D:/Office/Clones/ats/ATS%20Clone/atsengg.com/wp-content/uploads/2020/12/gizlogo-standard-rgb-72.jpg	(from https://atsengg.com/)
